gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,77.29,1859.2,No
Male,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.34,1370.31,Yes
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,129.24,No
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,50.39,80.25,No
Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),87.16,3075.97,No
Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,92.81,4732.31,No
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.64,1200.88,No
Male,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),49.5,1379.77,No
Male,0,No,No,28,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),58.21,1606.01,No
Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,94.46,539.72,Yes
Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.69,124.02,No
Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.31,309.0,Yes
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.28,345.64,Yes
Female,0,No,No,22,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,56.96,1268.63,Yes
Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.83,321.24,Yes
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.52,491.29,No
Female,0,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.26,424.45,No
Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,93.52,1768.58,Yes
Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,84.24,1033.59,Yes
Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,155.15,No
Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,46.43,305.94,Yes
Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.19,717.21,No
Male,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,266.47,No
Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,55.35,848.23,No
Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.18,1638.18,No
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),92.93,159.98,Yes
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.03,420.44,No
Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.02,293.05,Yes
Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,101.97,No
Male,0,Yes,No,20,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),62.42,1245.23,No
Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.18,118.31,Yes
Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),83.69,3935.17,No
Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.02,459.43,Yes
Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.04,445.28,Yes
Male,0,Yes,Yes,11,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.69,472.22,No
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),83.62,841.7,Yes
Male,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.06,780.73,No
Male,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,293.32,No
Female,0,No,No,46,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,55.35,2537.96,No
Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.18,1681.12,No
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.99,337.44,Yes
Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,76.52,1527.69,No
Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.54,159.1,No
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.85,259.2,No
Male,0,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),62.5,454.9,No
Male,1,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.69,1059.0,Yes
Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.54,177.94,Yes
Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.34,2435.74,No
Male,1,Yes,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.42,468.51,No
Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),82.05,823.58,Yes
Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),96.01,771.2,No
Female,0,No,No,8,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.92,596.76,No
Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.53,264.99,Yes
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.63,675.24,Yes
Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.75,728.0,No
Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.12,1580.1,Yes
Female,1,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,64.27,2179.2,No
Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.65,1887.67,No
Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.1,644.94,Yes
Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.66,297.42,No
Female,0,Yes,No,57,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,51.52,2953.04,No
Female,0,No,No,6,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.99,497.8,Yes
Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.51,218.87,Yes
Female,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,477.9,No
Male,1,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,69.2,4615.77,No
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.55,869.58,No
Female,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,50.35,1262.5,No
Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.21,1031.7,Yes
Male,1,Yes,No,39,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,41.42,1578.71,Yes
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,46.07,88.43,Yes
Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.98,1986.92,No
Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.3,704.05,No
Male,0,Yes,No,10,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.38,1060.41,Yes
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.37,948.0,Yes
Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.77,756.84,No
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),75.15,4200.05,No
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,68.39,3086.93,Yes
Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,88.03,1483.69,No
Female,0,No,No,67,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.34,4141.55,No
Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.32,939.78,Yes
Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.05,110.41,Yes
Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,47.69,687.83,No
Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.95,3117.86,No
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),77.19,2378.28,No
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,72.14,184.64,No
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),82.85,653.85,Yes
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,93.17,4683.58,No
Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.01,1092.46,No
Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,38.88,320.19,Yes
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),77.37,2944.49,No
Male,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.63,438.29,No
Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.56,730.34,No
Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,70.63,3194.12,Yes
Male,0,No,No,33,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69.31,2294.52,No
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.59,149.64,Yes
Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.06,241.36,Yes
Female,0,No,No,61,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),49.58,3017.75,No
Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,86.43,938.02,Yes
Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,80.76,2814.57,No
Female,0,Yes,Yes,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.52,1570.24,No
Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),74.04,1919.25,No
Male,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.26,313.68,No
Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,40.17,No
Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.49,136.41,Yes
Female,0,No,No,12,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,80.75,995.38,Yes
Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),52.8,1440.18,No
Male,0,No,Yes,29,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,48.87,1428.29,No
Female,0,No,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.45,1859.35,No
Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,106.02,2524.91,Yes
Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.99,1732.51,Yes
Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.05,2375.13,No
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.03,1458.48,Yes
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),104.18,385.61,No
Male,0,No,Yes,7,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,63.03,465.08,Yes
Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.96,158.6,Yes
Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,64.64,3771.38,No
Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.11,412.23,Yes
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,72.15,2616.92,No
Female,1,No,No,39,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),61.95,2425.14,No
Male,0,Yes,No,22,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,55.7,1247.15,Yes
Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,51.93,429.39,No
Male,0,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,58.1,1391.34,Yes
Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.03,1870.55,No
Female,1,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.21,2931.5,No
Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,52.88,153.04,No
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),86.36,613.37,No
Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,88.81,4983.76,No
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.78,950.28,No
Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,50.15,No
Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),83.22,3765.62,No
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.19,590.39,No
Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),87.25,1448.97,No
Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.98,1317.27,Yes
Male,0,No,No,48,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.98,4278.13,No
Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.29,846.65,No
Male,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,46.84,140.9,No
Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,77.46,2791.13,Yes
Female,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.22,1155.89,No
Male,0,No,No,30,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.59,1526.13,No
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),73.76,1876.11,No
Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,983.7,No
Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.24,315.55,Yes
Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.27,2511.07,No
Male,0,Yes,Yes,18,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.93,1505.86,Yes
Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,88.45,6387.46,No
Female,0,No,No,4,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.45,311.39,Yes
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.12,327.99,Yes
Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.06,697.4,No
Male,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,7.7,No
Male,0,No,No,19,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.58,1112.11,No
Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,67.43,325.59,No
Male,0,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.02,799.66,No
Male,0,No,Yes,11,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.32,677.17,No
Male,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.42,453.64,No
Female,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,55.72,1962.32,No
Female,1,No,No,38,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,50.2,1901.94,No
Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,58.79,247.43,Yes
Female,0,Yes,Yes,25,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,58.99,1483.77,No
Male,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.54,900.68,Yes
Male,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,46.01,1079.92,No
Male,1,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,695.69,No
Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),54.28,163.69,Yes
Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,91.15,2009.54,No
Male,0,Yes,No,10,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,46.13,423.29,No
Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,57.37,914.46,Yes
Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,87.15,264.18,Yes
Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.43,1030.46,No
Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.87,1801.19,No
Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,75.56,3095.22,No
Female,0,No,Yes,33,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),35.87,1178.64,No
Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,168.08,No
Male,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),81.9,879.9,No
Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.68,787.5,Yes
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),79.23,2517.2,No
Female,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),55.26,1445.39,No
Female,1,Yes,No,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,59.53,835.53,Yes
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.99,393.36,No
